DEN,LAC,NE,PHI,SF,IND,SEA,NO,CAR,CHI,GB,DAL,ATL,KC,PIT,TEN,MIA,CIN,MIN,ARI,DET,LA,BAL,TB,LV,CLE,BUF,NYJ,WAS,JAX,HOU,NYG
0.13578958835492885,0.11347229381554622,0.08067468300050791,0.0639221984715394,0.06153595475081913,0.0513839370980252,0.04369252155889495,0.04287629090002357,0.040631187761658125,0.03380374380138208,0.029022113159695506,0.02448945263283793,0.02332391441828007,0.01793516430648283,0.017580963284421835,0.0026870892749823374,-0.006897940601765382,-0.012397120138518162,-0.016962375069444063,-0.01861330262106769,-0.025908547459334106,-0.04180119560695122,-0.05256869434819314,-0.056752419594936335,-0.06465350478100997,-0.07376020725786131,-0.07406219090088427,-0.08160185142367593,-0.0978531771595566,-0.10907986033516598,-0.111690518905992,-0.13995873813153187
