SF,WAS,NE,SEA,CAR,MIN,CIN,NYG,NO,BUF,TB,BAL,IND,CLE,KC,NYJ,GB,HOU,CHI,MIA,DET,DAL,DEN,LA,TEN,PHI,LAC,JAX,ATL,PIT,LV,ARI
0.20527289853794856,0.1726457114298233,0.14052393612478625,0.12690102774413664,0.12078781367345827,0.11833855494811615,0.11728658742332551,0.10433208958144391,0.09359947709254252,0.09324100440722517,0.08835274062643891,0.08324003341017014,0.08241030347495075,0.08032074831688735,0.07418745151087183,0.06772867185655934,0.05832921130829008,0.05817102926151605,0.056722381874356104,0.048497855293850936,0.0371298431586104,0.007370826846795062,0.005014769867693655,0.0031586765782433274,0.0006440506430851756,-0.011336126625732412,-0.02209671645557848,-0.02425857128388008,-0.02537823274869469,-0.03278729606915225,-0.095890493475311,-0.09937035636937619
