CHI,ARI,CIN,SEA,ATL,MIA,BAL,PIT,DEN,LA,CLE,HOU,NYG,LAC,SF,MIN,GB,NYJ,TB,WAS,CAR,BUF,DET,DAL,IND,NE,TEN,NO,PHI,KC,JAX,LV
0.17374053979301957,0.16375248157273375,0.1246202134199202,0.11270190657831053,0.10898691326822997,0.09332592959927807,0.08554661331441107,0.08367291313648671,0.0817893246416545,0.07532826788168494,0.06852762973763803,0.06838822349788956,0.05731022098487942,0.05675040152977484,0.05452133527034369,0.048725934958243615,0.04801975977361556,0.04425740774844315,0.037227425515840684,0.02546829648516777,0.021704915759157867,0.009399020478047741,0.004662502429701412,-0.007044623904062047,-0.008281634960871961,-0.009752778256513522,-0.013318361374752015,-0.01716981541805926,-0.0450410999410312,-0.05369191366152237,-0.054094971741716236,-0.10392099502631023
