NE,SEA,DEN,GB,ATL,NYG,BAL,SF,PIT,NO,LAC,HOU,WAS,DAL,LV,DET,CAR,MIN,IND,TB,BUF,CIN,CHI,MIA,LA,PHI,TEN,JAX,CLE,NYJ,ARI,KC
0.13961768043040448,0.10687590448523435,0.08924398929235092,0.08725296595507458,0.07285300030361141,0.0509054121345168,0.04655015651635383,0.04458825436407003,0.028166375183100917,0.02127817301027983,0.007244887037037344,0.0049939368992097805,-0.0032839129838119624,-0.00907837601036833,-0.026795977638401927,-0.030397951627180265,-0.04351110937661046,-0.06010497791337405,-0.060902021516678645,-0.06542263983845754,-0.08090351321195179,-0.08366530010156988,-0.09006098451328773,-0.09215780850233855,-0.10903055897855324,-0.13704338599520935,-0.13845186462726583,-0.14895932149157465,-0.155079635961769,-0.19887654631390328,-0.20622812366070925,-0.21314682788429445
