SEA,SF,NE,DEN,ATL,BAL,NYG,CHI,GB,HOU,PIT,WAS,CIN,LAC,MIN,TB,NO,MIA,CAR,DAL,DET,LA,CLE,ARI,IND,BUF,NYJ,LV,TEN,PHI,JAX,KC
0.15279602614149912,0.13464037655167596,0.12506086570200067,0.10802266224226484,0.10018938951926665,0.09955114728877766,0.09431969526652328,0.09377922545021557,0.07366503049189266,0.06676805103556016,0.05540201570554812,0.04015181559344164,0.039627059798366324,0.038663965689160876,0.0340932298645215,0.00392051222953097,-0.0029177055132596705,-0.007719075598613234,-0.007800859598900003,-0.011869848006526008,-0.031970785963608445,-0.040077343337956525,-0.04666445363938497,-0.05313044426463889,-0.06375765289959211,-0.0861441568406483,-0.08929407891266153,-0.12734395621091232,-0.14431653932476737,-0.14698697734130123,-0.16770734122748338,-0.17569801996916834
