NE,SEA,SF,GB,NYG,DEN,BAL,NO,WAS,ATL,HOU,PIT,CAR,DAL,LAC,MIN,DET,IND,TB,CIN,BUF,LV,CHI,MIA,LA,CLE,TEN,PHI,JAX,NYJ,KC,ARI
0.13551055472986984,0.09790704272699309,0.0933707704493049,0.07876565535770318,0.06618676592208483,0.05578770394881248,0.054388813831832986,0.0529981708367587,0.05230869494197804,0.0479619039235003,0.01685108751186285,0.009287816168059957,0.007586915623565393,0.0062290127936100205,-0.003317471036548768,-0.0034047633681107,-0.00432364551282579,-0.013540736856713908,-0.01540275561132227,-0.01813220482890629,-0.02466879238403949,-0.038875926611227914,-0.04491863050424856,-0.04957065166362033,-0.07277412325254688,-0.07930796221243996,-0.09262560258133433,-0.09389730564000508,-0.10760797715977766,-0.10911239423872121,-0.11723649729494359,-0.16985503979792174
