IND,LAC,GB,BAL,DET,LA,ATL,SF,DAL,TB,BUF,JAX,DEN,CIN,PIT,KC,CAR,LV,ARI,TEN,SEA,NYG,NYJ,NO,WAS,PHI,NE,HOU,CHI,MIA,CLE,MIN
0.121521693536782,0.11751481862898255,0.10495106339489302,0.09025731243286894,0.07981243373915747,0.07819041233652997,0.06008862092772049,0.05789046686391536,0.049367735605766905,0.03330767601312895,0.032305354894904464,0.017411940476647653,0.007536850053497059,-0.014661197140757955,-0.03876110870617043,-0.04395482076160599,-0.04783582809795543,-0.06716541260516115,-0.06890504836040551,-0.07407737557304679,-0.07936409850612694,-0.08166544090220589,-0.08502586275060361,-0.09223387987462406,-0.10688179197664692,-0.15769685948290818,-0.16254349007372043,-0.1647028691589395,-0.1708834412056922,-0.20143527643075773,-0.24708780773277442,-0.3000235298882354
