BAL,IND,GB,TB,LA,JAX,BUF,LAC,DET,DAL,KC,ATL,CIN,WAS,SEA,SF,DEN,PIT,CAR,NO,ARI,PHI,HOU,NE,NYG,TEN,MIA,NYJ,LV,CHI,CLE,MIN
0.1478854506163073,0.11648779848732077,0.10215437141899755,0.0851483850710168,0.05721500241655317,0.05047056289771501,0.04920948680638507,0.047850983883971805,0.044728189869524954,0.029343358853088225,0.021102165282412218,0.020733538446658633,-0.008739713586222511,-0.022148590328297513,-0.023600422624774707,-0.02903148368666546,-0.03627096224349292,-0.03793147202590112,-0.03811244116350733,-0.03868311146336515,-0.054465687244668354,-0.0649487625722334,-0.06698802635968054,-0.07652805127898261,-0.08073179156001306,-0.08616354439033384,-0.10512981879456906,-0.10590299067832487,-0.11903630345842042,-0.12099479061379148,-0.18063728469241863,-0.19417773293658575
