GB,LA,BAL,WAS,IND,DEN,LAC,SF,JAX,TB,BUF,ATL,CIN,HOU,SEA,DET,KC,PHI,NO,CLE,ARI,TEN,CAR,DAL,NYG,PIT,LV,NYJ,MIN,NE,MIA,CHI
0.22839943315671468,0.21806405549191082,0.12517141390157227,0.11626424688019295,0.11312810457496751,0.10641554440855705,0.09304249170337364,0.08326913719063489,0.07512783626359767,0.05961861446825121,0.05401596794430445,0.050540331873162356,0.03351387635107954,0.032212743580059086,0.02298628962990385,0.020110617014143503,0.011748661606635062,-0.01471763086777999,-0.015947120401928944,-0.02900828304912456,-0.046765605557597956,-0.047489639785214505,-0.04890201752595261,-0.06774088118772678,-0.07541813224865546,-0.11947739373094939,-0.13017695501758939,-0.15050610112778134,-0.15068593785364576,-0.1784756014043108,-0.19650903530205227,-0.2141131700736402
