BAL,SF,KC,NE,TEN,DAL,MIN,NO,BUF,GB,SEA,LA,HOU,LAC,CHI,PHI,ATL,TB,DEN,PIT,IND,CLE,ARI,DET,NYJ,JAX,CAR,LV,NYG,CIN,MIA,WAS
0.1959604926109913,0.1791491680331304,0.16545771259720007,0.164846912665811,0.1018725015789606,0.08722816663136251,0.07297414444083627,0.06945801007896875,0.05750060013365606,0.04444793031761701,0.041112329937090755,0.03514695955726059,0.025998701639109043,0.015206328048691396,0.008228323239240068,0.0025143684939941124,-0.007624574663420983,-0.007915569250719337,-0.017845991241880882,-0.019272928765943845,-0.034766467716610495,-0.046657471850718224,-0.047963409260515316,-0.06430138224131439,-0.09717791348177068,-0.1004202886019025,-0.10117983874546632,-0.10635753149169741,-0.12026949932357031,-0.13051823149428654,-0.1468500541525855,-0.15643535235331057
