BAL,DAL,IND,ARI,TEN,KC,HOU,SF,BUF,GB,NO,JAX,NYG,NE,PHI,LV,MIN,CLE,CAR,CIN,WAS,LAC,DEN,ATL,SEA,DET,TB,CHI,LA,MIA,NYJ,PIT
0.2360120441571077,0.19355240987966485,0.16406686191526043,0.1446624180616314,0.14410023347247078,0.13417298259934793,0.13234668911671668,0.13048019814132386,0.11510148727922392,0.10595329592269806,0.10046849852041734,0.08059260076979792,0.0777294829802665,0.07007500728523615,0.06807763310196427,0.06729795421305763,0.06699677932697701,0.06468544436196229,0.057511596497285544,0.0506710158635235,0.0423638781048849,0.034783662469934265,0.03438327622280185,0.03352530114846801,0.019315192656946936,0.011583164556048076,0.005565657048916234,-0.019542866992828978,-0.030725612493255366,-0.03837441619776252,-0.062041267774795864,-0.10566061061904203
