BUF,KC,BAL,PHI,JAX,SF,CIN,ATL,DAL,NE,TB,MIA,LV,MIN,NYG,NYJ,IND,GB,HOU,DEN,LAC,PIT,NO,CLE,LA,TEN,SEA,DET,CHI,ARI,WAS,CAR
0.23114898547077364,0.14401317567186084,0.13179678735554012,0.1271018289550515,0.07315647548957979,0.055674607279965496,0.05386872466004701,0.04116774911507523,0.03974793667525645,0.027478335606805328,0.024920517634656966,0.022199295195291097,0.0034422426683101,0.0010791120208782437,-0.0007995097078604685,-0.017703978132863854,-0.026369398407250742,-0.026429422892450732,-0.032169933775500814,-0.032652151657696235,-0.035834748957205016,-0.036771043089826025,-0.04455081099990869,-0.04644092187097218,-0.0641164858800844,-0.06528421228114263,-0.07083318247970596,-0.07154461750648236,-0.07198596167066776,-0.0745470258467177,-0.09135088773148517,-0.15245146539122806
