BAL,CLE,LV,SEA,PHI,KC,CHI,NYG,ATL,ARI,DET,NO,JAX,CAR,NYJ,MIA,HOU,CIN,BUF,DAL,LAC,MIN,TEN,GB,WAS,PIT,NE,LA,SF,IND,DEN,TB
0.16951176252153466,0.1631040752904746,0.13978561728892566,0.12364815917833202,0.11405789384293938,0.10461160047292371,0.0857267582378683,0.08344530941741866,0.08210655427659133,0.07829852041977181,0.073981212628013,0.04373730274580231,0.041737556308227196,0.037145765936750196,0.034939640317319734,0.03070709583029987,0.014829092927399569,0.009211933701667771,0.008705324645570015,0.0023325869662007975,-0.00824964158837617,-0.016599095548509607,-0.021720358756942226,-0.026690292370175533,-0.029399779317076668,-0.03555147061047141,-0.0357902607234273,-0.04220912312000602,-0.0493292821648806,-0.12855433218073647,-0.14536062417622106,-0.25385983731018147
