KC,BUF,BAL,MIA,ATL,LV,PHI,JAX,NYG,TB,SEA,CIN,CLE,LAC,TEN,IND,DET,GB,MIN,NE,SF,PIT,DAL,NO,HOU,WAS,DEN,NYJ,ARI,CHI,CAR,LA
0.228157310990098,0.13441859527485928,0.10463797343418016,0.09837300794845236,0.08694262478705554,0.08654080331980185,0.08605469270686768,0.08188535916162051,0.058070204530599794,0.054534631270730646,0.05120544668273672,0.02442161443217842,0.020602237387700464,0.019639116611379053,0.017406849581637983,0.016103575355859153,0.008041487021710987,0.003349889153152104,-0.00760738040608519,-0.028555921355088165,-0.03242864604499458,-0.03289191562216966,-0.03419241983911002,-0.03523559037948167,-0.04619108742513059,-0.048624250734905235,-0.05824883535243831,-0.061659559618033356,-0.07764358611670583,-0.09394027143160819,-0.1510844529952662,-0.16899853123311442
