SF,LV,WAS,ARI,NE,NO,BUF,MIA,CAR,TEN,NYJ,CIN,TB,BAL,MIN,HOU,LA,DAL,DEN,JAX,IND,SEA,KC,PHI,CHI,LAC,ATL,GB,NYG,PIT,DET,CLE
0.07797814099285949,0.07344568736595715,0.07158963502525757,0.07078663934012475,0.05973028146562888,0.05921957333634992,0.058714140741611416,0.0411404502914624,0.02296640297221239,0.01486895741459933,0.013088243634401933,0.010069954920181198,0.007306777422341287,0.0050688771893202915,-0.014535680713397824,-0.01599571021246885,-0.023697682139339232,-0.035174997062716304,-0.039128140157293274,-0.043404292504298364,-0.05143196072942605,-0.05355977095254974,-0.05528641546649625,-0.07669777647596865,-0.07748710889906232,-0.09278762078911695,-0.09522354941028471,-0.10328807877387035,-0.10688022930040347,-0.11972400013701126,-0.17230768952931919,-0.22951073141671724
