NE,LAC,GB,ATL,BAL,PIT,IND,TB,HOU,NO,CIN,LV,DEN,TEN,NYG,NYJ,DET,DAL,SEA,KC,PHI,JAX,CLE,MIA,LA,SF,CHI,BUF,WAS,MIN,ARI,CAR
0.13682536999593103,0.13044299369053586,0.10028308141534154,0.08287698879936915,0.04254353098398764,0.041138851653982664,0.04045651529279501,0.026651142053771233,0.01809694181272492,0.01164396621839088,0.004838273837383368,0.0033565822471708986,0.0002455098713061987,-0.01819903514509487,-0.01844123274178785,-0.019255476182238163,-0.029984180106307053,-0.03973684707779219,-0.050571449487417305,-0.0538295283620908,-0.0568080013157578,-0.05812128539338428,-0.07313976521336595,-0.0839690385509388,-0.09363898386630407,-0.10179695638363397,-0.10535328229601632,-0.11305753280681982,-0.12393509992881824,-0.14787592166392172,-0.2265674298655076,-0.22704157688347465
