PIT,CHI,NYJ,DAL,MIN,TEN,LAC,BAL,SF,LA,MIA,GB,NO,NYG,LV,ARI,ATL,NE,PHI,CAR,WAS,KC,IND,HOU,CLE,JAX,SEA,DET,CIN,DEN,BUF,TB
0.01973519518819819,0.011751245331723476,0.007391197708710273,-0.0022309862148564286,-0.005106859515286777,-0.019944013541425,-0.02302855090815177,-0.025529592792795347,-0.04538800360543235,-0.04778481315134807,-0.05257387465028315,-0.05491341221111121,-0.06220748862031111,-0.06652474272622502,-0.07623622357534095,-0.08065654238193151,-0.0829276329222831,-0.08335852404447847,-0.08792981727985782,-0.09065386669877044,-0.097032699974805,-0.10503078084280536,-0.11041101891111897,-0.11055837226667298,-0.1236277608999583,-0.12561923839492858,-0.1259705792249643,-0.12719559632539976,-0.13933200452804065,-0.14577200817547373,-0.1549642721107843,-0.15869236597022102
