NE,GB,LAC,PIT,BAL,ATL,CHI,NYJ,NO,NYG,LV,IND,PHI,TB,TEN,DET,LA,KC,HOU,CIN,DAL,CLE,WAS,MIN,SF,JAX,MIA,SEA,DEN,BUF,CAR,ARI
0.18236353540164235,0.16532483903826273,0.1225945854909839,0.09514409225118627,0.08604440237064004,0.0657022886380283,0.049964158826837086,0.04958483537549324,0.04931888288180184,0.049183882192194876,0.04821364146500341,0.04295547977581442,0.028500960526718317,0.012277688219575346,0.011544965106369175,0.009455515215083886,0.000654104366446577,-0.005195638931322368,-0.013591295162686715,-0.024186560397533342,-0.03101550353696241,-0.05076641269159053,-0.05240569739389701,-0.0597635462871404,-0.06226685274020109,-0.06590029442169885,-0.06857146564822894,-0.07616785786149396,-0.09046215886508883,-0.09178067446488854,-0.16956784481877252,-0.17539207386130296
