PHI,NE,JAX,HOU,LV,NYJ,GB,KC,TB,DAL,PIT,IND,CHI,DET,SF,MIN,CLE,ATL,BUF,BAL,SEA,LAC,ARI,WAS,NO,MIA,NYG,DEN,LA,CIN,TEN,CAR
0.234323264796589,0.2275846838834195,0.18645677275238548,0.1836454166991731,0.18152564172707422,0.13342081250215704,0.12321373970681579,0.10676159614873246,0.10664600408292235,0.0931818584260595,0.08616842745757862,0.08144595801865907,0.08120760847377681,0.06490617428080653,0.0635021857775512,0.0627038354723946,0.05885092523560258,0.058679142800855164,0.057131692896973424,0.05404583431833612,0.04888727003422964,0.03769830428175806,0.03620682663033595,0.03553832402973672,0.03437488882011368,0.031042552689065778,0.022698205425077944,0.007238016854089507,0.006778615233880736,-0.004350552066211627,-0.017353671472545282,-0.028345327984148128
