NE,GB,LAC,HOU,ATL,IND,LV,TB,PIT,PHI,BAL,NO,NYJ,JAX,DEN,DAL,DET,CIN,KC,NYG,SEA,TEN,CLE,CHI,SF,MIA,BUF,LA,WAS,MIN,ARI,CAR
0.16367969573727853,0.10545228695261605,0.09571217152850511,0.07415911622378989,0.07189852097181318,0.06293668856695002,0.06138441133876342,0.05063096225277681,0.05045302226008305,0.04068267963569887,0.03804455673558455,0.03165341237754887,0.02790807092744156,0.025139929746338593,0.010435215579992694,0.005554213684076113,0.00536759204320169,0.004453295444489306,-0.003753880766656792,-0.010621589682247239,-0.01314413683130794,-0.018079033551878843,-0.031974775209226425,-0.043303948969220095,-0.04490739615102529,-0.0467801380475729,-0.05681047515093403,-0.05857317911924903,-0.06890465126337093,-0.07863178468132567,-0.14062163918564988,-0.16228660584218785
