TB,BAL,BUF,GB,NO,SEA,KC,PIT,IND,LA,TEN,MIA,ARI,ATL,CHI,CLE,LV,WAS,SF,CAR,NE,LAC,NYG,PHI,MIN,HOU,CIN,DAL,DEN,DET,JAX,NYJ
0.15665568131749014,0.12688458055024582,0.12572488892957331,0.12008229493964814,0.10940079081732593,0.10043941927535242,0.09646166334036957,0.07669985334191438,0.07648301555529816,0.06409074225360681,0.04581087891072202,0.04335202703752171,0.03940560741326512,0.023852957631161437,0.0002469493888863361,-0.006815125596671422,-0.010427775489731304,-0.0157269352355539,-0.016997343242475076,-0.022766236093936812,-0.023510245267809225,-0.053796350506601816,-0.05601861580429148,-0.056424160128995156,-0.062452770961899856,-0.06839012232125408,-0.08112958615950097,-0.0822202276119683,-0.08570234144197575,-0.1085242624210917,-0.14173151983720353,-0.16750725894326157
