LA,PIT,BAL,NO,TB,IND,CHI,MIA,WAS,ARI,ATL,SEA,LAC,DEN,BUF,PHI,NYG,GB,KC,CAR,NE,NYJ,SF,CIN,CLE,TEN,JAX,DAL,LV,MIN,DET,HOU
0.13649874365536913,0.11620201032341991,0.10772475730786979,0.10569416209574821,0.10396844790967119,0.09197027821067222,0.07980019688197067,0.0786609999558689,0.05702603598876949,0.03302030453996451,0.030921875558293038,0.02899228541768832,0.02714353411416468,0.02687371384836023,0.02685570906114985,0.022882333286972666,0.008874155253092715,0.003628535263629558,-0.007149301380459799,-0.008298325657764567,-0.008875913347777629,-0.009695711296259527,-0.010762072666958979,-0.02635857019946075,-0.03006245411585987,-0.03022989082300808,-0.030605276516550123,-0.03555260145799087,-0.037824859515864576,-0.0428187254261101,-0.05223662690894841,-0.060537262002497386
