BAL,ARI,GB,NE,TEN,SEA,NO,MIN,KC,WAS,LV,CLE,PHI,CAR,DAL,SF,NYG,BUF,JAX,TB,CHI,IND,LA,HOU,ATL,DEN,MIA,DET,CIN,NYJ,LAC,PIT
0.15146298177284828,0.14373783910028562,0.1335315405574109,0.1324365711595698,0.13007068757133017,0.09791827834814629,0.0949480982251731,0.08190279940795714,0.08177377786523395,0.07379691519175118,0.06622048829928104,0.06430286422011275,0.0611513934494298,0.056225099786519815,0.034062689810190463,0.028344395960393107,0.027206966113528,0.0212888659118122,0.019919600019419725,0.0010134660326965306,-0.0034622323524050244,-0.006605967878689199,-0.014784003415430264,-0.03015428150735036,-0.03903868264950407,-0.04053545842102836,-0.04089273131375107,-0.04653357613927114,-0.04719817209034059,-0.06491241387363704,-0.09092864409861441,-0.12330616602608387
