QB Name,GP,Total Adj EPA,Adj EPA Per Touch,Adj EPA Per Play
B.Purdy,18,180.6019620919295,0.3313797469576688,0.12955664425532962
J.Allen,19,185.4191724717178,0.27347960541551297,0.11840304755537534
D.Prescott,18,166.63786662401068,0.23907871825539553,0.10905619543456196
P.Mahomes,19,109.72593705217035,0.15051568868610474,0.07157595371961537
J.Love,19,106.74761037964981,0.15980181194558354,0.07130768896436193
K.Cousins,8,43.53333050690494,0.13272356861861262,0.06877303397615314
M.Stafford,16,85.5461431019134,0.14450362010458345,0.0644172764321637
L.Jackson,18,92.82455855992555,0.1654626712298138,0.06310303097207719
J.Hurts,18,91.17876385068291,0.14849961539199172,0.06169063859992078
C.Stroud,17,75.29749385763704,0.12612645537292635,0.05594167448561444
J.Goff,20,87.43945846024843,0.11535548609531455,0.052296326830292124
T.Tagovailoa,18,72.43915592406448,0.11461891760136785,0.050834495385308404
B.Mayfield,19,72.78784645934097,0.10458023916571978,0.04804478314147919
T.Heinicke,5,17.837123511825823,0.12386891327656821,0.04298102051042367
N.Mullens,5,15.534254098235575,0.09708908811397235,0.03903078919154667
G.Smith,15,44.72542307679403,0.08407034412931208,0.03842390298693645
J.Herbert,13,40.154806984946255,0.08262305963980711,0.03798941058178454
J.Browning,9,22.623185116379197,0.08441486983723581,0.03168513321621736
M.Rudolph,5,9.145350040384496,0.07621125033653747,0.02350989727605269
D.Carr,17,31.382545889000067,0.0540147089311533,0.02205379191075198
R.Wilson,15,8.00180472744485,0.01616526207564616,0.0067927035037732165
T.Lawrence,16,6.699218404636323,0.011128269775143394,0.00496606256829972
J.Burrow,10,3.4022770763317993,0.008746213563834959,0.004263505108185212
T.Taylor,10,2.9612322960209143,0.014955718666772295,0.0018023324990997652
D.Watson,6,-0.05025413490909969,-0.0002631106539743439,-9.120532651379254e-05
J.Fields,13,-1.2919063997041427,-0.003105544230058035,-0.001225717646778124
G.Minshew,16,-3.0698719379544435,-0.005825183942987559,-0.002280736952417863
K.Murray,8,-1.8045387813974596,-0.006179927333552944,-0.002725889397881359
W.Levis,9,-11.852019468927915,-0.04173246291876027,-0.016347613060590228
J.Flacco,6,-12.200028682001033,-0.04638794175665792,-0.02319397087832896
J.Garoppolo,7,-13.093917102601836,-0.07116259294892302,-0.025425081752624923
A.O'Connell,11,-22.9088806251609,-0.06225239300315462,-0.026762711010701986
D.Ridder,15,-33.844973510428815,-0.08020135902945216,-0.02765112214904315
J.Dobbs,13,-58.54963457492853,-0.129534589767541,-0.029042477467722486
M.Trubisky,5,-12.225410359614711,-0.1063079161705627,-0.03175431262237587
T.Bagent,5,-17.11750202136079,-0.11488256390175026,-0.04164842340963695
R.Tannehill,9,-28.301434729924217,-0.10802074324398556,-0.042240947358095846
S.Howell,17,-58.42267511555721,-0.08591569869934884,-0.04245833947351541
K.Pickett,12,-45.98976744624742,-0.1321545041558834,-0.04977247559117686
D.Thompson-Robinson,7,-36.32145202354425,-0.30267876686286876,-0.05737986101665759
E.Stick,5,-27.12995557018965,-0.14430827430951942,-0.06353619571472986
M.Jones,11,-56.70124059087166,-0.1536618986202484,-0.06465363807396997
T.DeVito,9,-46.94095787306529,-0.21833003661890832,-0.06734714185518692
P.Walker,5,-39.24536402547797,-0.32168331168424563,-0.08531600875103906
B.Young,16,-119.28652955732647,-0.20183845948786205,-0.09133731206533421
D.Jones,6,-51.5641079359732,-0.2699691514972419,-0.10588112512520163
B.Zappe,10,-78.85180673189804,-0.3327080452822702,-0.10612625401332172
Z.Wilson,12,-111.48721331096782,-0.26735542760423936,-0.11872972663574848
T.Siemian,5,-53.62527625410917,-0.33307625002552277,-0.12050623877327903
