Player,POS,GP,Total EPA,EPA per Game,EPA per Play,Total Passing EPA,EPA per Completion,EPA per Attempt,Rushing EPA,EPA per Carry,Receiving EPA,EPA per Reception,EPA per Target
CeeDee Lamb,WR,18,98.7452461696653,5.48584700942585,0.4635927050219028,0,0,0,7.747998327484993,0.5165332218323329,90.9972478421803,0.6319253322373632,0.4595820598089914
Tyreek Hill,WR,17,91.24966456484323,5.367627327343719,0.4932414300802337,0,0,0,-1.1971746524334086,-0.19952910873890142,92.44683921727663,0.7455390259457793,0.5164627889233332
Amon-Ra St. Brown,WR,19,87.44925652749438,4.602592448815494,0.43078451491376546,-1.9745741735678202,0,0,0.403412579517207,0.0806825159034414,89.02041812154499,0.6313504831315248,0.4495980713209343
Brandon Aiyuk,WR,18,86.82768023981214,4.823760013322897,0.7296443717631272,0,0,0,0,0,86.82768023981214,1.0719466696273103,0.7296443717631272
Puka Nacua,WR,18,85.54487188935697,4.752492882742054,0.467458316335284,0,0,0,2.7073671604244414,0.20825901234034164,82.83750472893253,0.7266447783239696,0.4872794395819561
Nico Collins,WR,17,81.10346984889733,4.770792344052785,0.6336208581945104,0,0,0,0.29538600815660493,0.14769300407830246,80.80808384074072,0.8880009213268211,0.6413339987360375
Keenan Allen,WR,13,65.97897664519252,5.07530589578404,0.4284349132804709,3.4642109116234194,3.4642109116234194,1.7321054558117097,0.15703332004847015,0.07851666002423507,62.35773241352062,0.5773864112363021,0.4157182160901375
A.J. Brown,WR,17,64.54009398137242,3.796476116551319,0.40848160747704065,0,0,0,0,0,64.54009398137242,0.6088688111450229,0.40848160747704065
D.J. Moore,WR,17,63.676986992644046,3.7457051172143556,0.4548356213760289,0,0,0,-1.5849614117780233,-0.3962403529445058,65.26194840442207,0.6798119625460632,0.47986726767957405
Mike Evans,WR,19,61.5338406545538,3.238623192344937,0.39699252035196,0,0,0,0,0,61.5338406545538,0.6837093406061533,0.39699252035196
Adam Thielen,WR,17,59.26470292682787,3.486158995695757,0.4294543690349846,0,0,0,0.28632795816505885,0.28632795816505885,58.97837496866281,0.5726055822200273,0.4304990873625023
Ja'Marr Chase,WR,16,57.72989458731773,3.608118411707358,0.387448956961864,-2.07420654739949,-2.07420654739949,-2.07420654739949,-2.661514964429221,-0.8871716548097403,62.46561609914644,0.6246561609914644,0.43079735240790645
Rashee Rice,WR,19,54.81876995545459,2.8851984187081365,0.428271640276989,0,0,0,-2.1649002177059837,-2.1649002177059837,56.983670173160576,0.575592628011723,0.448690316324099
Khalil Shakir,WR,18,54.62135639036608,3.0345197994647823,0.941747523971829,0,0,0,0.6642949139479913,0.6642949139479913,53.95706147641809,1.1011645199268998,0.94661511362137
Deebo Samuel,WR,17,53.77646434513,3.163321432066471,0.3813933641498582,-0.48125185814385785,0,-0.48125185814385785,9.380575939785427,0.23451439849463568,44.877140263488435,0.6411020037641205,0.44877140263488435
Romeo Doubs,WR,19,50.3049507563903,2.647628987178437,0.46578658107768794,0,0,0,0,0,50.3049507563903,0.7290572573389899,0.46578658107768794
Amari Cooper,WR,16,49.87662386475117,3.117288991546948,0.3750122095094073,0,0,0,0,0,49.87662386475117,0.6562713666414627,0.3750122095094073
Chris Godwin,WR,19,49.01955514996272,2.579976586840143,0.33121321047272106,-0.6215036285411804,0,-0.6215036285411804,3.069278147371376,0.767319536842844,46.571780631132526,0.5117778091333245,0.3256767876302974
Jaylen Waddle,WR,15,45.67688091321237,3.0451253942141583,0.4042201850726759,0,0,0,0.21589660457283544,0.05397415114320886,45.46098430863954,0.6143376257924262,0.4170732505379774
