IND,PHI,CLE,BUF,TEN,JAX,KC,BAL,TB,CHI,LAC,GB,CAR,NE,SEA,WAS,ARI,SF,NO,NYJ,DET,PIT,NYG,CIN,DAL,DEN,LA,MIN,MIA,LV,HOU,ATL
0.17554731266374612,0.15802463634760516,0.13182334338759108,0.12170940259495168,0.10643413664454546,0.0983781148902704,0.09108709711509948,0.08954639128691846,0.08174478299059727,0.07503006240447506,0.07323532140131622,0.07048543419906128,0.06673977582176607,0.06304430519408642,0.06228735910822792,0.0492842656269062,0.044539600835882556,0.04136628657773122,0.03729030940625337,0.03065672906222995,0.028038362703139752,0.010144363013470471,0.009864561481480405,-0.019887213978327753,-0.020387302713296362,-0.0291407740756274,-0.03539185544608943,-0.03592368229406885,-0.04760124849933044,-0.09467819382071735,-0.0959124479661848,-0.11809425961714047
