LA,SF,MIN,KC,GB,DAL,ARI,TB,LAC,DEN,IND,WAS,NE,PHI,TEN,CLE,LV,CIN,BAL,BUF,SEA,NYG,NO,PIT,ATL,NYJ,MIA,HOU,JAX,CAR,DET,CHI
0.09496698460647812,0.09292090966456451,0.08783999584580403,0.08193508765845231,0.08156547736838929,0.08056857264101644,0.07308851534111112,0.05590053264636985,0.026999416776778327,0.023068181558426985,0.020911557322525698,0.019404725850587376,0.013019663113482426,-0.010332879283182977,-0.0193918890011883,-0.019927668129159908,-0.02180096816426303,-0.0233763556402809,-0.026583425676335596,-0.03742431969054778,-0.03925888179514537,-0.04119347133114934,-0.04452533196389094,-0.053904735700939566,-0.056469345919104214,-0.06628447775997738,-0.08408101375335292,-0.09728861221499452,-0.12585671155105274,-0.1396554852210506,-0.15993675530035928,-0.17053849035341212
