DAL,CAR,ARI,NE,BUF,NO,TEN,MIN,CIN,TB,DEN,GB,LA,SF,LAC,NYG,KC,PHI,PIT,SEA,BAL,CHI,HOU,CLE,IND,JAX,DET,MIA,ATL,LV,WAS,NYJ
0.15049553850661798,0.13930334066229905,0.1374226493148111,0.13694831886007658,0.1175026029191294,0.07162879477153987,0.05648752480472287,0.04789442659346396,0.0462780228158074,0.04445150855790822,0.042436916844075634,0.0409444599020759,0.03929647871153902,0.033589225376357376,0.021395086032151657,0.017836511841616685,0.009881963122919349,0.008394401110772925,0.001693845156045904,-0.005053737588739109,-0.010282336030234492,-0.010756635532025965,-0.01267373891368135,-0.019668995669982238,-0.03127799951116232,-0.05713805980710224,-0.06902037397614477,-0.07422709860918181,-0.08277451604933837,-0.08649681918030838,-0.08706114901866396,-0.14449977350522505
