NO,BUF,IND,CAR,LV,SEA,TB,BAL,CIN,ARI,PHI,MIA,WAS,HOU,NE,DET,CHI,PIT,JAX,LA,ATL,DEN,SF,TEN,NYJ,CLE,DAL,MIN,KC,GB,NYG,LAC
0.06853562315922539,0.043969094080219845,0.019602833650586446,0.017404564148737325,0.007979954660369742,0.005953492490389373,0.002386747675738321,-0.01105513733342113,-0.011806304707329289,-0.012823911697063692,-0.01981029140543436,-0.020101564348358955,-0.021263395507976172,-0.031152074281002334,-0.03466054129127191,-0.0353271473348374,-0.040493173819188225,-0.04629952860428488,-0.049939567109450356,-0.05251221527317636,-0.05888972750130459,-0.06511871468910327,-0.06578263031407552,-0.06616421326281108,-0.07472443960524414,-0.08124280664822255,-0.08862096836851147,-0.09975112769283337,-0.11156009126757727,-0.11519107494630318,-0.116778432170627,-0.12700935808336822
