NE,IND,JAX,DAL,GB,PIT,LAC,MIN,NYG,PHI,SEA,WAS,HOU,TB,TEN,NO,CHI,CLE,CIN,DET,CAR,ARI,BAL,DEN,BUF,NYJ,LV,KC,SF,LA,ATL,MIA
0.25730945179835163,0.1520402013759691,0.12926026056741868,0.10541667625829909,0.10395811608548419,0.09655413977907518,0.0872084764587713,0.0716012230837377,0.058067407833716264,0.050460197956992754,0.04609322498310764,0.045332543479737385,0.015592666337984576,0.014923570823604643,0.0126499270673558,0.009602247880358114,0.006799415698143636,-0.019755440972676695,-0.03295647650384907,-0.035856360430769556,-0.03707244029644283,-0.03820695297222135,-0.050799496291100435,-0.06653785644880106,-0.07824960571686196,-0.08546036062805357,-0.08689232779444246,-0.09750706453803785,-0.11441564118623271,-0.12900465098269193,-0.13113345714809677,-0.16285926551686786
