NE,WAS,TEN,LAC,CHI,JAX,IND,MIN,NYG,SEA,PIT,PHI,TB,KC,LV,GB,ARI,SF,DAL,HOU,CAR,ATL,LA,BUF,NYJ,BAL,DET,CLE,NO,CIN,DEN,MIA
0.12709435056741727,0.11447417153329192,0.10823196534559903,0.10803398063775377,0.09424614821651883,0.07725240291132618,0.06675030316822977,0.06577762153422383,0.06452539707998348,0.05820314457934096,0.05120559873123415,0.04637786346899481,0.04581638965427482,0.04438885455039593,0.04377185356321528,0.032818661134273536,0.029189577489712723,0.019034525350190838,0.017927782725909714,0.017917895030607242,0.016762804488047706,0.0015245662267454885,0.000894554236411646,-0.0023278214447641637,-0.005079253160618025,-0.006937000238552593,-0.010103839775588569,-0.01146108115975989,-0.01936708314876953,-0.07302449462419022,-0.07638217222333424,-0.16062899219237972
