JAX,NE,NYG,PHI,MIN,IND,DAL,MIA,PIT,DEN,TB,HOU,GB,CLE,NYJ,CIN,LAC,CAR,NO,ARI,LV,DET,BUF,BAL,ATL,TEN,SEA,SF,CHI,LA,WAS,KC
0.17887408636892388,0.17027421717548014,0.168650264538363,0.16455694705587304,0.16351633332872972,0.15661704465476609,0.15015216205402582,0.13740120613690887,0.13351464931055484,0.11568361217908339,0.10626959017021267,0.09668719549293153,0.09347229313031091,0.09229590504812434,0.08318898622698878,0.07589230797586825,0.0739937288446122,0.07133649187620802,0.07005509339753407,0.06834133259393721,0.06637926401617006,0.05690595379556129,0.05028542906753865,0.04642762880094879,0.03580949392821661,0.029674707076443846,0.025171280759798742,0.019299127582145165,0.019156961117683724,0.00823274535655999,0.0032837873353118163,-0.03079518918450011
