NE,IND,GB,DAL,PIT,JAX,LAC,HOU,SEA,WAS,CIN,CLE,NO,DEN,PHI,NYG,TEN,DET,TB,MIA,CHI,MIN,ARI,CAR,NYJ,BAL,BUF,LV,KC,ATL,LA,SF
0.2576950587563125,0.1253971481529342,0.11869157587657403,0.11206854406480656,0.09646867339216697,0.09165763378738184,0.03712746479126401,0.023578719103830956,0.015457734228553274,0.011604545091149124,0.004405971669807045,0.0005390264255715482,0.00013139169922285476,-0.008881700479221825,-0.02999445883927259,-0.036949732061280945,-0.03922236532748899,-0.041968447783032756,-0.043856930676346384,-0.07014383889596296,-0.07014778901233892,-0.078714087596564,-0.08797671493722609,-0.08815949127071235,-0.09388666878951359,-0.11494341633386655,-0.1168621421126114,-0.11691664965313664,-0.13704041615147805,-0.14683032103483423,-0.157937649035635,-0.1736373885091148
