NE,IND,DAL,JAX,GB,PIT,HOU,LAC,PHI,CLE,CIN,NYG,DEN,NO,SEA,TB,MIN,MIA,WAS,DET,TEN,ARI,NYJ,CAR,CHI,LV,BAL,BUF,ATL,KC,LA,SF
0.22780403759842438,0.13607713609572855,0.1250636958581467,0.11610206974935494,0.11553065699688755,0.09373607290337252,0.05001514458981019,0.04241767293674897,0.03620221265122462,0.03393969234046291,0.03344610165748649,0.03113797873503267,0.03093080820214933,0.029897405632876156,0.023970682118758274,0.005792173403104017,0.004449003947700529,0.00040477100879594136,-0.001062516658489776,-0.001281957338422679,-0.024265920324821243,-0.03077543519098767,-0.031963833049817245,-0.03522847171667655,-0.03933264969382088,-0.05488954859302997,-0.05861574497977822,-0.05990019348435896,-0.08298763943679312,-0.09657981091356842,-0.09886335516194475,-0.10654646938660738
