KC,BUF,TB,GB,NE,DAL,LA,SF,LAC,IND,PHI,SEA,ARI,BAL,CIN,TEN,LV,MIN,DEN,WAS,CLE,NYJ,ATL,MIA,DET,PIT,NO,JAX,CHI,CAR,HOU,NYG
0.14652341620126164,0.10444706061805242,0.10097605086087075,0.0900017289862381,0.07559133767888418,0.058438304986964985,0.05179688102519467,0.0504796750530109,0.050043179860590814,0.04909566819603079,0.04813140991986314,0.04594678560274279,0.04186287106596301,0.02898525387652159,0.027834817285702203,0.018187898328470765,0.014838538100164882,0.012164989742633053,0.003653390058589759,-0.007000553784929607,-0.011386766004143446,-0.03214358739646872,-0.03549611599218064,-0.03953949105972924,-0.04398100531505663,-0.05534480745159173,-0.06016890541686723,-0.0667115712251918,-0.0729904422686969,-0.08659076576851747,-0.09404815280995335,-0.10142063809567031
