KC,LA,TB,GB,BUF,NE,DAL,LAC,SF,CIN,MIN,ARI,LV,SEA,DEN,BAL,TEN,PHI,IND,ATL,WAS,MIA,DET,NYJ,CLE,NO,PIT,HOU,JAX,CHI,NYG,CAR
0.16278324156664228,0.12512056451330356,0.09658985968080624,0.084971278007585,0.07155028627188849,0.0714719591236179,0.06855507487956629,0.058659208983807457,0.058543197942466874,0.042295574345666234,0.033331269441145304,0.026408896922861656,0.022851589874916485,0.022788931422415445,0.02000055914489276,0.011201747789844979,-0.004771452697377812,-0.006686066685037915,-0.009955708069392583,-0.02533543760053243,-0.03422582791004323,-0.03590619271979581,-0.04572726785238973,-0.07274232546222348,-0.08102624111878386,-0.08110810504139057,-0.08490229727341299,-0.10024844235108113,-0.10253784967996632,-0.11845312644166778,-0.145513202192442,-0.14905007434212775
