DAL,NE,BUF,NO,LA,CIN,PIT,TEN,ARI,MIN,DEN,GB,CAR,IND,CLE,NYG,CHI,TB,SEA,KC,LAC,MIA,SF,PHI,HOU,BAL,LV,WAS,DET,ATL,JAX,NYJ
0.10964771752206096,0.09776105406918935,0.09524579493190005,0.08732666356644611,0.07895363771035975,0.07138183621793252,0.06913298335350285,0.04389898929729823,0.04169248599453457,0.03981661261594974,0.03881425691177194,0.028164711455128708,0.027570401119227192,0.02665872445221431,0.025370748902103456,0.02083206013073799,0.013153797060593808,0.010055104721358656,0.008497347515401592,0.0064067325031098715,-0.007126605116415292,-0.009735400191706722,-0.016367145594033412,-0.03622156700463324,-0.055172533125920666,-0.055684461690885895,-0.07701857626977256,-0.0789675133812786,-0.08382127009440932,-0.09425215018718308,-0.11277782668639488,-0.14444699626339597
