NE,ATL,DAL,KC,SEA,GB,DEN,PIT,PHI,BAL,MIN,ARI,WAS,CIN,LV,IND,TB,NO,CAR,NYG,LAC,HOU,BUF,TEN,DET,MIA,JAX,NYJ,CHI,CLE,LA,SF
0.16773681841812493,0.14618430524690745,0.09649860892704527,0.07358557624476204,0.06407908328077994,0.059172839111838356,0.052893269657347544,0.047346782484492526,0.04644470595302978,0.04375247475091172,0.02989540244212044,0.025109168631531235,0.018259855925061866,0.007637395916446035,0.007567542741997217,0.0025081497965104005,0.0019427277247688508,0.0011083209626578383,-0.0015969459903415056,-0.005479069702901233,-0.009585480186213122,-0.010331196096566186,-0.014072407823001135,-0.01846999425919543,-0.02914764758885051,-0.05088800675106817,-0.06668649712875999,-0.07775676114971997,-0.11370592311516722,-0.1364849126294312,-0.14075053281519062,-0.14411034933326858
