DEN,HOU,NE,BAL,MIN,ARI,KC,PHI,SEA,CAR,NYG,TB,LV,DAL,NYJ,LA,LAC,PIT,MIA,ATL,CIN,BUF,TEN,JAX,CHI,GB,SF,WAS,NO,IND,DET,CLE
0.09103908330415603,0.08800912327655488,0.07668845895705867,0.06383720906844206,0.05695354547240394,0.05105357700650161,0.04171407710777557,0.03591229071229562,0.03589514047792486,0.032413244771251154,0.022554774168521793,0.017291465823923463,0.003764926765173776,-0.000826178374365074,-0.0033802502345303444,-0.007672921777552862,-0.012728081518344127,-0.027290857873598313,-0.035715030595914854,-0.036780071387556186,-0.03833887983382614,-0.0387119930939047,-0.0429370795672368,-0.04616352092312294,-0.05057239255852366,-0.054043300697451106,-0.06279065896622188,-0.06938637966445318,-0.06987508605815063,-0.07033177161109225,-0.07508553060311272,-0.09058138481175639
