ATL,GB,DAL,NE,WAS,PIT,IND,NO,CIN,DET,KC,SEA,BUF,TEN,PHI,LV,LAC,MIA,TB,BAL,JAX,ARI,MIN,NYG,CAR,DEN,CLE,CHI,NYJ,SF,HOU,LA
0.18296437663446363,0.11321613980928946,0.09732478730141035,0.09104835946106626,0.08764623558951505,0.07463764035809084,0.07283992140760265,0.07098340702080846,0.045976275750272175,0.045937883014262215,0.031871499136986475,0.02818394280285508,0.024639585270903562,0.024467085308041373,0.010532415240734165,0.0038026159768234412,0.003142601332131005,-0.015172976155153318,-0.015348738099154612,-0.020084734317530346,-0.020522976205637054,-0.025944408374970373,-0.027058143030283498,-0.028033843871423027,-0.03401019076159266,-0.03814581364680848,-0.04590352781767481,-0.06313353055664357,-0.07437651091518963,-0.0813196903670467,-0.09834031937312107,-0.13307761103763777
