ATL,NE,GB,DAL,WAS,IND,PIT,NO,DET,KC,SEA,CIN,MIN,TEN,PHI,TB,LV,LAC,NYG,JAX,DEN,MIA,BAL,BUF,CAR,ARI,CLE,CHI,HOU,SF,NYJ,LA
0.21041026878805352,0.11999770684379085,0.0981531120463017,0.06571114839408822,0.06054809175732341,0.06028384821675091,0.060084707844630214,0.057397034732788434,0.027728724632012175,0.024342916344671943,0.014085710791667427,0.011996669375301097,0.010186557701418252,-0.0018961063116056318,-0.011562046063275436,-0.015955979570844395,-0.02061839198557229,-0.02302483755167497,-0.03440162237389654,-0.043099060873658966,-0.05044646618130588,-0.0510220111728171,-0.066305097766981,-0.07388581077027484,-0.07869450546105738,-0.07894576363187099,-0.09060286120617038,-0.11117927782666584,-0.15537360883365137,-0.1634948518213155,-0.1706728014615877,-0.19522596721986013
