BUF,DAL,WAS,NYJ,ATL,GB,CIN,PIT,IND,SF,TEN,NO,ARI,BAL,CAR,DET,MIA,SEA,PHI,LV,KC,LAC,NE,CLE,CHI,HOU,JAX,LA,TB,DEN,NYG,MIN
0.2194364411981329,0.18563478858984445,0.14623529508177888,0.14464814376907428,0.1358296489624355,0.13402339177646527,0.12828897913408674,0.11297980196543835,0.09778642101192382,0.09457028520341118,0.09442693186335305,0.09105003457145748,0.08832953446494529,0.08079982965460905,0.07054032295009771,0.07029409670627271,0.06899542567823558,0.06353161831725118,0.06194195688764699,0.05925080551631352,0.05616619831211846,0.056156080997714755,0.05537818359556075,0.05483603144996062,0.045882725408091074,0.031832978052000804,0.02823427182533307,0.004912782500056945,0.0013619231192162906,-0.007703755599309248,-0.011732847710399258,-0.12231648642469259
