WAS,LA,BUF,KC,TEN,BAL,IND,GB,CIN,ARI,JAX,DET,SF,TB,PHI,DEN,DAL,SEA,LAC,NO,NYJ,CAR,PIT,CLE,MIN,CHI,NE,ATL,HOU,MIA,NYG,LV
0.22764334515920392,0.16846163472233905,0.1351194321597212,0.12104633666268658,0.10918133900201787,0.10390114144077864,0.09308221796841457,0.08717745337508329,0.08223714641730748,0.08203955645302591,0.07575140664967743,0.06475043728943608,0.06301596838516571,0.05604908127115784,0.05497083426445821,0.05348826214003314,0.0419240288265801,0.03351598528965133,0.025849302072888936,0.002486765358630489,-0.018316199716893536,-0.025661973275125573,-0.029542201497085127,-0.032099874791410826,-0.03355676819125901,-0.05155848252866821,-0.054596887747089935,-0.07259112074893685,-0.11353782721811279,-0.13332951393842332,-0.16422649580996165,-0.2934944736018083
