MIN,LAC,NO,CHI,KC,GB,DEN,DET,CLE,NYG,TB,PIT,LV,NYJ,BAL,TEN,BUF,HOU,SF,ARI,SEA,MIA,IND,ATL,DAL,PHI,NE,WAS,CIN,CAR,JAX,LA
0.1787037217523148,0.11717894604346463,0.08259094532099598,0.07794491073453713,0.06928815527540606,0.06247393376040731,0.05761989715390709,0.05693858924048795,0.056414906900353404,0.04569880466403826,0.04484653134183513,0.039804029595336646,0.028826164314286435,0.02873601002803084,0.020405497635636927,0.019396332986067945,0.014427447068876517,0.01256566090305632,-0.00039624092932684374,-0.013552894684753874,-0.028013453963105957,-0.030121533998883787,-0.0486387008546055,-0.049577041737416505,-0.0522567492237678,-0.06288721212511092,-0.0654048300844464,-0.07748219163545354,-0.09723060765617457,-0.1050528418340843,-0.15489387042080505,-0.1734001062551912
