MIN,NO,DEN,CHI,TB,NYG,LAC,CLE,BUF,KC,DET,HOU,NYJ,GB,LV,DAL,PIT,SF,TEN,SEA,BAL,ARI,NE,ATL,MIA,PHI,IND,CIN,CAR,WAS,JAX,LA
0.20908960420790126,0.17432285378154372,0.12277194548724434,0.12060499882565906,0.10538757270419422,0.10005519979838055,0.090953054413043,0.08443534319350879,0.08211384766232761,0.07871674777473658,0.07286385564462819,0.06283068257915692,0.05675960080886371,0.05284162069326161,0.050181662427263574,0.02653044611235828,0.010903554298660939,0.0048064540515990704,0.003588649372995866,-0.015962336592973494,-0.02299258096349334,-0.03002964988203237,-0.043533833486324794,-0.05130460163940261,-0.05587933009960247,-0.08800585543823804,-0.0970675655683818,-0.10280986957180456,-0.10494631117295584,-0.1392370798400194,-0.17361764431056045,-0.18416922145743478
