WAS,TB,SF,CIN,BUF,BAL,KC,DET,ATL,MIN,JAX,LA,IND,PHI,NYJ,ARI,PIT,GB,DAL,HOU,NO,LAC,DEN,SEA,TEN,CHI,LV,CAR,NE,NYG,MIA,CLE
0.15661715302871768,0.09131435099894537,0.08980313773144877,0.08571673244583047,0.07527242656989708,0.06563272997768822,0.06130707070554739,0.05657641638887852,0.05147208326405408,0.049284431155543526,0.04907264278072306,0.047487142907665175,0.04398107101888092,0.03858421149348357,0.03564275787370846,0.02673848973946321,0.023743324432494314,0.022486477043722718,0.013387555371445006,0.0029341607305851383,-0.011344443968493472,-0.013206781037963376,-0.01351329040694841,-0.04126404431179137,-0.08577717472224872,-0.09135616668023108,-0.10715087436949838,-0.11133509258323655,-0.11272652613786399,-0.11665352848438579,-0.18996716302105823,-0.19931787679471064
