BAL,LAC,MIN,PIT,GB,KC,TEN,WAS,IND,DET,MIA,ARI,SF,PHI,CHI,LV,CLE,NYJ,ATL,SEA,NYG,DEN,HOU,CIN,JAX,TB,NE,NO,BUF,LA,CAR,DAL
0.18307690680854527,0.1804830502264123,0.13710964243340185,0.0949162466593978,0.08790095275726315,0.057608175478924065,0.03867945043267618,0.03600964702857733,0.030071669664375335,0.027306528374755445,0.020923009055660573,0.002665395978826514,-0.0027364127319830928,-0.0037820151889339654,-0.00905532688145443,-0.010405212537520421,-0.01106046514811302,-0.019293451606854153,-0.04522125769227775,-0.047737352935315336,-0.07475151828876914,-0.08062141886104912,-0.08864449735664956,-0.09314415833015184,-0.10720156463787081,-0.10725333241096643,-0.11713549749734975,-0.12803737517536,-0.12961367214408442,-0.1500589424899035,-0.15339789918507607,-0.18106121599176034
