WAS,BUF,KC,JAX,ARI,DET,PHI,BAL,TB,GB,IND,LA,TEN,SEA,DEN,NO,NYJ,SF,DAL,CIN,PIT,CAR,MIN,LAC,CHI,CLE,HOU,ATL,NE,NYG,MIA,LV
0.21254272386346282,0.15290161893824913,0.13967643168658567,0.11046677781345662,0.10658763940872248,0.1041988752418838,0.10140030035496081,0.09933087851039232,0.07532969413723456,0.06718456928639005,0.061487973468597294,0.057687463699147075,0.03971280656511015,0.03652974426860795,0.03381001815489784,0.03261228810370204,0.03227813971979272,0.03214400302999178,0.023376860285317783,0.01199364652588699,-0.0016385149022606002,-0.008297574739154365,-0.012786649802265179,-0.013650132718044092,-0.03141813475647995,-0.03178759256027291,-0.04436882545743144,-0.04978057841589792,-0.062974104209442,-0.1294376175667622,-0.14609700314931068,-0.2458105531660383
