BAL,WAS,DET,PIT,CIN,TB,BUF,MIN,ARI,HOU,ATL,SF,JAX,GB,NYJ,IND,KC,DAL,LAC,PHI,SEA,DEN,LA,NO,LV,CHI,NYG,TEN,NE,CAR,MIA,CLE
0.14475787250598957,0.11464049816055456,0.11448259828424698,0.11064691985474054,0.1030789823857945,0.09363052801320489,0.07318439257867707,0.06699034349171568,0.0568246277574074,0.053314770969848345,0.05169759201011456,0.051020288631704096,0.04590045698460966,0.030787598540882512,0.024976230448686756,0.007883801538991271,0.007536558697041458,0.00460121375899184,-0.0013665865285909413,-0.00441322805727103,-0.00771038160332806,-0.02453378103446119,-0.050877872766145166,-0.05720686266025049,-0.09029403471005579,-0.09177104002106995,-0.10185408148729669,-0.14501179568549732,-0.15264621944364337,-0.20200952941122297,-0.22151313220722207,-0.23714863938968184
