MIN,LAC,BAL,PIT,TEN,CLE,KC,IND,MIA,WAS,GB,CHI,ATL,SEA,DET,ARI,NYJ,PHI,DEN,BUF,HOU,TB,LV,SF,CIN,NE,JAX,CAR,NYG,LA,NO,DAL
0.1842744962851568,0.1548720049843327,0.15259367977697413,0.09654249994806255,0.05207548543208963,0.04860538063663382,0.0448552495045948,0.01609962759252842,0.014626735102586247,0.013823190121596253,0.01032566122679178,-0.025411608335126377,-0.030939975768524922,-0.03297556236083998,-0.0332810395342136,-0.039229819188426024,-0.04103265154247382,-0.043243457961599785,-0.05143576133983923,-0.05572247610569225,-0.05814290572750638,-0.0603435677158127,-0.06038810038727488,-0.07213961603545047,-0.09710927755635868,-0.09891474842740637,-0.1014935923315094,-0.10264848699373998,-0.12314099739178391,-0.12322802144162541,-0.12345964422613827,-0.19072838877815826
