WAS,BAL,DET,BUF,TB,CIN,ARI,JAX,PIT,KC,SF,PHI,GB,MIN,NYJ,IND,ATL,HOU,DAL,SEA,DEN,LAC,LA,NO,CHI,TEN,NYG,NE,LV,CAR,CLE,MIA
0.14477163080568684,0.12474501043917047,0.10499802880993031,0.0955694034258411,0.08434835978030898,0.07748739834288587,0.07302724244502182,0.07084784457744991,0.061340166360399545,0.05629231959838593,0.04487894783106647,0.04336011454823045,0.04171950469894015,0.039820498457852786,0.03077486209938296,0.023653777880206162,0.022625744592115936,0.022261710309307153,0.009872814840248916,0.009371538349927839,-0.004861165342786175,-0.00846775578578687,-0.016800580470415008,-0.024728403348986554,-0.06835229520924654,-0.08092598736894141,-0.11135033037980877,-0.12415090248699882,-0.13031908639226036,-0.13904808900590188,-0.179398835965924,-0.194254075196107
