MIN,LAC,DEN,CLE,KC,CHI,DET,NO,PIT,GB,HOU,TB,NYG,TEN,MIA,NYJ,SEA,BAL,BUF,LV,SF,IND,PHI,ARI,DAL,WAS,ATL,NE,CAR,LA,CIN,JAX
0.16412654991835438,0.10025696872754089,0.08563739641752166,0.08402181207157008,0.0675714598369059,0.0637867340063328,0.04878494068775156,0.038247398819730216,0.037935286448151084,0.03592174431127777,0.021211841729632773,0.018579548334405928,0.01612895800943269,0.013195124649660432,0.011740938645977798,0.01008544522317226,0.00982525650525878,0.0068825801962662525,0.005795385500632383,0.005518087748468025,-0.013075733590820498,-0.05127429663439202,-0.05355766771320899,-0.055548093094030256,-0.06004846369645901,-0.07546502840955856,-0.07575765004219032,-0.08092101998668487,-0.09121323455622493,-0.09261583628017564,-0.09637303648145656,-0.1673601768335677
