MIN,KC,LV,SF,JAX,DEN,LAC,ATL,CIN,MIA,NYJ,WAS,SEA,TEN,PIT,BAL,CLE,GB,PHI,NE,NO,ARI,TB,IND,DET,BUF,DAL,NYG,CHI,CAR,LA,HOU
0.2663207432653245,0.22041453668623778,0.17289958526007246,0.15012348859865793,0.1355046441635346,0.13114148274561102,0.12834513397927752,0.1242334561035431,0.11839159642656137,0.10989730845842986,0.07757087738262791,0.07462885128191245,0.06620987150430332,0.06306036585269978,0.05960050692206074,0.05363292049613015,0.050351816729557825,0.04682047516737553,0.045890405042473714,0.041236037403131136,0.03616846553389315,0.03167350229731755,0.02361361534133463,0.014735289202981519,-0.00826830970923681,-0.024060857866514032,-0.025632242099434793,-0.04196586104614308,-0.050182126623261714,-0.08245570018009701,-0.09331114960279496,-0.1287064577247286
