PHI,LV,NO,TEN,DAL,CAR,MIN,CHI,TB,DEN,PIT,MIA,LA,HOU,SF,BAL,DET,ATL,NYG,ARI,BUF,CIN,SEA,CLE,WAS,GB,IND,LAC,JAX,KC,NE,NYJ
0.1504842103508493,0.025797052958063796,0.005574112267655459,0.003621225013044349,0.003111397424714918,0.0007684077678707102,-0.012818058027644894,-0.013988225947025257,-0.02074965959128343,-0.021227019405980416,-0.022674772990695022,-0.029561711842389676,-0.03522160102328944,-0.036992672731212775,-0.037353862964354397,-0.040846544772027246,-0.049654304540787036,-0.05313524051360219,-0.05977611414233709,-0.06860280820914587,-0.0779338802713947,-0.08221981773657337,-0.0861065761455582,-0.10314827542084123,-0.1128976187080151,-0.11595277880698163,-0.11819982158775791,-0.13042077039863742,-0.1471175493606558,-0.14812994368322574,-0.168098959477328,-0.1683228367551243
