TB,PHI,LV,ATL,KC,NO,MIA,DEN,NE,GB,PIT,NYG,NYJ,CLE,TEN,JAX,LAC,SEA,SF,BUF,IND,CAR,BAL,LA,MIN,WAS,CHI,DAL,HOU,ARI,DET,CIN
0.17568786492414665,0.16314524908380726,0.113352965341181,0.09761422530478314,0.07593896435111289,0.06890964137944607,0.05651142705123773,0.05285041893210483,0.044257948476368686,0.03946616338918171,0.03768395396298391,0.03598530743268548,0.0335094479291566,0.018529974576397792,0.016859118423171116,-0.0012997877030872518,-0.0089034084581287,-0.010908873866761856,-0.012118557044105756,-0.015557488171146407,-0.02114325842524439,-0.03231862207722319,-0.04285973047873675,-0.04771486319214879,-0.058432641332445544,-0.06118665866303745,-0.06703564837522534,-0.10574870342618488,-0.10714503828041229,-0.11708694159973632,-0.11902542915083199,-0.14563610151711173
