KC,LA,TB,GB,BUF,NE,DAL,SF,LAC,CIN,MIN,ARI,LV,DEN,SEA,BAL,TEN,PHI,IND,ATL,WAS,MIA,DET,NYJ,CLE,NO,PIT,HOU,JAX,CHI,NYG,CAR
0.16318350979416618,0.12932334549650687,0.09721440216407536,0.08659707573849888,0.07494928238607135,0.07151663550186516,0.06959207913458418,0.059950073063766464,0.05918152333404628,0.04349266496592803,0.031945323277736866,0.02996910661622929,0.021243113614536194,0.020086228180405286,0.013846533559716993,0.012259136107133833,-0.003918788516634974,-0.006718733114781839,-0.009393089824337775,-0.024458400440446865,-0.034343144622322824,-0.03552630911500337,-0.0502014305374146,-0.06982329375148433,-0.07620616929167316,-0.08089425918871225,-0.08427196188557841,-0.09975589496795674,-0.10495878749974388,-0.11775306653728232,-0.14502490861389278,-0.1525763386974313
