KC,BUF,TB,GB,NE,DAL,LA,SF,LAC,IND,PHI,SEA,ARI,BAL,CIN,TEN,LV,MIN,DEN,WAS,CLE,NYJ,ATL,MIA,DET,PIT,NO,JAX,CHI,CAR,HOU,NYG
0.1465128427073591,0.10444298486571302,0.10097080080690624,0.08999765323389869,0.0755823249127508,0.0584342292346256,0.05178502678072392,0.0504755993006715,0.05003671669018878,0.04909159244369139,0.04811361689285858,0.04593330888836525,0.041848492854742826,0.02898117812418219,0.027830741533362797,0.01818382257613136,0.01483446234782548,0.012285228933161023,0.003641938018324088,-0.0070251682855374045,-0.011390841756482847,-0.032147663148808125,-0.03550756803244632,-0.03954356681206864,-0.04398508106739603,-0.05534888320393113,-0.060182133715055056,-0.06671564697753121,-0.0729945180210363,-0.08659885666343803,-0.09405222856229274,-0.1014397347516534
