NE,NO,GB,NYG,LAC,SF,PIT,CAR,PHI,BAL,LV,DAL,HOU,CIN,DET,TEN,ATL,BUF,NYJ,CLE,MIA,SEA,MIN,ARI,WAS,TB,DEN,CHI,IND,KC,JAX,LA
0.17856084095721309,0.16775082854327658,0.1573714122610612,0.0880244860530896,0.08467153530094626,0.07124688880201528,0.05736339416217405,0.05590193523495383,0.03583700606834357,0.03434044974339245,0.03099101886648569,0.029288933558043836,0.025754803051326512,0.016882388717970362,0.013757117469290835,0.007050187196770396,0.0033434552094511703,-0.0007846532553486552,-0.007916285290991934,-0.009146218449819332,-0.016643196846136226,-0.01773262584537836,-0.01893132863740332,-0.04190056733564793,-0.04489787049917508,-0.056783293959641594,-0.06038457375983414,-0.07211686520868858,-0.08970253170364641,-0.09989618198130396,-0.10820533351939397,-0.1838525464265408
