NO,SF,NE,GB,BAL,DET,HOU,PIT,PHI,NYG,LAC,ATL,CIN,DAL,MIA,CHI,TEN,SEA,NYJ,MIN,ARI,BUF,CAR,WAS,CLE,DEN,LV,JAX,KC,IND,TB,LA
0.1607943070244202,0.15183093790434127,0.13524975576027803,0.11334012417447238,0.09948823271394613,0.08606898412655961,0.07544753213878364,0.07034195763692305,0.04927028900874944,0.03644800407848104,0.03467100798996426,0.026950236853812346,0.015678474309135437,0.01364603978255825,0.00554429813122136,-0.009134809246075307,-0.010399776423258221,-0.013288368065203233,-0.013625882899314108,-0.024032308599526177,-0.03310933622493675,-0.03469557213055127,-0.03540973486939102,-0.0491825209252118,-0.04960182444564121,-0.06331679059120361,-0.0659247803690863,-0.08202037477816237,-0.10015926538661783,-0.1382726742386121,-0.138504882206342,-0.17758094628970364
