GB,NE,NO,NYG,LAC,SF,PIT,DAL,BAL,LV,HOU,TEN,ATL,CIN,DET,SEA,CLE,PHI,MIA,NYJ,CAR,BUF,TB,WAS,ARI,CHI,DEN,KC,MIN,IND,JAX,LA
0.2029459659956291,0.19743735391932682,0.18106185448461942,0.12191346762518905,0.11338791702476433,0.08366902549207947,0.049932256809540734,0.04062482419614674,0.02887597350207567,0.014416132205032954,0.012318429193478427,0.0063804145535507895,0.0021744420441911078,-0.0014457311351741484,-0.00920874915512264,-0.03027140899989505,-0.030954168681950375,-0.03196072262586253,-0.0345641493841522,-0.04146324028476525,-0.04632534197238339,-0.058313765819488994,-0.09065145240866668,-0.09922999820060197,-0.10603573876019716,-0.11199553885116592,-0.12100880591863122,-0.1262627965303909,-0.13195677919095125,-0.13884270699369985,-0.1781018301107303,-0.2511715198646174
