CAR,MIN,PHI,NE,BUF,NO,ARI,PIT,HOU,WAS,SF,LV,NYJ,DEN,CIN,BAL,DET,CLE,GB,MIA,LAC,JAX,SEA,IND,CHI,NYG,TB,ATL,DAL,TEN,KC,LA
0.26164017441064813,0.21312640448247108,0.17312285402759842,0.135920204153992,0.12190047038798023,0.12158831131978089,0.10209071116906931,0.07770533232563849,0.0738535626760977,0.07265883194142075,0.07062293285969712,0.06991121176065451,0.06081690848754523,0.05963256441297202,0.05704783542329707,0.05267037704406055,0.041461048749380836,0.03713003585164995,0.03504979374851243,0.03503034519256122,0.030995773495286885,0.0244154446137647,0.016927093331418563,0.011428408826879455,0.011049437154121905,0.008455387820265184,0.0059054306755962765,0.005181059531565016,0.0009131279281121146,-0.011405231488874623,-0.03637910104895825,-0.03965254042622464
