DET,SF,BAL,HOU,CHI,ARI,LA,MIA,PIT,SEA,NO,JAX,CIN,ATL,DEN,PHI,WAS,BUF,KC,GB,NYJ,CLE,DAL,TEN,MIN,NE,NYG,LAC,IND,LV,TB,CAR
0.13032674735934507,0.10498690898086481,0.10420542203336049,0.0733400598607638,0.07265612872740562,0.05679682826543867,0.054197570092828176,0.039485046127771865,0.039190319957221845,0.03659924811603517,0.03590144651323551,0.034245343709519774,0.03349044061934779,0.03334740062699806,0.03061192657452018,0.029357671209101592,0.024544544872469938,0.018002198693382362,0.010876499151412936,0.00570567611288271,-0.0025548516987746774,-0.008596830477043838,-0.011005888392464271,-0.011428063250618264,-0.015215620249616174,-0.025005333448931993,-0.03499504019007093,-0.03726603254905492,-0.04993940575907617,-0.06570783831240885,-0.06819476150718287,-0.07230595560588732
