SF,DET,BAL,CHI,HOU,JAX,ATL,MIA,PHI,PIT,ARI,LA,SEA,KC,CIN,DEN,WAS,MIN,NYJ,NO,DAL,TEN,BUF,CLE,NE,GB,IND,LAC,NYG,TB,CAR,LV
0.08058404910232597,0.07231186665726877,0.06514778297055368,0.06298205596261328,0.04969272908745712,0.02618495874123159,0.023606781644361176,0.022187494977357586,0.013433282940405869,0.012978563474748996,0.00879123111071118,0.006271600136837159,0.004444257780175126,-0.00026308340531387784,-0.0012039144088349246,-0.002932216831369473,-0.004284650426036721,-0.005100979962122859,-0.005709597608322174,-0.006956521518856373,-0.015642893775485587,-0.017449963620028618,-0.03391091887520262,-0.040455605995821875,-0.04331108519693504,-0.04403128808658881,-0.04857014253496567,-0.050000527310982,-0.05157648197460856,-0.0817215882467004,-0.09131167010434485,-0.096915799235572
