LAC,BUF,SF,TB,BAL,PHI,MIN,LV,DET,TEN,KC,PIT,WAS,HOU,NYJ,JAX,CAR,MIA,CHI,DAL,NE,DEN,NYG,NO,IND,CIN,LA,ATL,GB,CLE,ARI,SEA
0.19951039556353573,0.1807736729055867,0.1761357145326677,0.15859862243802045,0.13622865204319787,0.11957287175937018,0.11896909850601439,0.07796438190803463,0.07775280182908013,0.06275475553618623,0.042698914874249545,0.035745073370943486,0.026178126587658737,0.018428459420184756,0.004348359399037938,0.0011179808065713837,-0.0011037640335695795,-0.011104339590477824,-0.011752794730809124,-0.028540285663118507,-0.032020766807631454,-0.04423365523170237,-0.0483236479929427,-0.04916613838715221,-0.0801412311841394,-0.10918711535481061,-0.11031805390763808,-0.1168207592477035,-0.14220246772667533,-0.16818385773168698,-0.1796901993073712,-0.2993428308958008
